"","MSSubClass","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LandSlope","Neighborhood","Condition2","OverallQual","OverallCond","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","MiscVal","SaleType","SaleCondition","SalePrice","TotalSF","HouseAge","Remodeled","NewHouse","GarageAge","SoldInSummer"
"389","1StNew",78,10140,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",6,6,"CompShg","Bad","Bad","BrkFace",196,3,3,"Other",3,3,1,5,888,1,0,228,1116,"GasA",5,"Y",5,1116,0,0,1116,1,0,2,0,3,1,3,6,8,1,"TA","Good",2,2,528,3,3,3,0,0,0,0,0,0,0,"Old","Old",167900,2232,35,0,0,35,0
"390","1StNew",85,11050,"Pave",3,"Lvl","AllPub",3,"NWAmes","Norm",7,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,636,1,0,540,1176,"GasA",2,"Y",5,1193,0,0,1193,0,0,2,0,3,1,3,5,8,1,"TA","Good",1,2,506,3,3,3,40,0,0,0,0,0,0,"Old","Old",158000,2369,34,0,0,34,0
"391","1StNew",78,10140,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",6,5,"CompShg","Bad","Bad","BrkFace",174,3,3,"Other",4,3,1,1,0,1,0,1064,1064,"GasA",3,"Y",5,1350,0,0,1350,0,0,2,0,3,1,3,7,8,1,"TA","Good",2,2,478,3,3,3,0,0,0,0,0,0,0,"Old","Old",165000,2414,35,0,0,35,0
"392","Split",0,10448,"Pave",3,"Lvl","AllPub",3,"NWAmes","Norm",6,6,"CompShg","Bad","Bad","BrkFace",333,3,3,"Other",3,3,1,1,0,1,0,689,689,"GasA",3,"Y",5,1378,741,0,2119,0,0,2,1,3,1,3,7,8,1,"TA","Good",2,2,583,3,3,3,0,104,0,0,0,0,0,"Old","Old",158000,2808,37,0,0,37,0
"393","Multi",60,9000,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Good","Good","None",0,3,3,"Other",4,3,1,1,0,1,0,896,896,"GasA",3,"Y",5,896,896,0,1792,0,0,2,2,4,2,3,8,8,0,"None","None",0,0,0,0,0,3,32,45,0,0,0,0,0,"Old","Old",136000,2688,35,0,0,0,0
"394","1StNew",0,8750,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",5,6,"CompShg","Bad","Bad","BrkFace",76,3,3,"Other",3,3,1,4,828,1,0,174,1002,"GasA",3,"Y",5,1002,0,0,1002,1,0,1,0,3,1,3,5,8,0,"None","Bad",1,2,902,3,3,3,0,0,0,0,0,0,0,"Old","Old",148500,2004,39,0,0,36,0
"395","1StNew",61,7930,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",6,8,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,6,439,2,472,115,1026,"GasA",4,"Y",5,1026,0,0,1026,1,0,1,0,3,1,4,5,8,0,"None","Bad",2,2,440,3,3,3,171,48,0,0,0,0,0,"Old","Old",156000,2052,40,1,0,40,1
"396","1StNew",0,7830,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,1,0,1,0,1180,1180,"GasA",3,"Y",5,1180,0,0,1180,0,0,1,1,2,1,3,6,8,0,"None","Good",2,2,477,3,3,3,0,45,0,0,0,0,0,"Old","Old",128000,2360,39,0,0,39,0
"397","1StNew",0,8510,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",5,7,"CompShg","Bad","Bad","BrkFace",178,3,3,"Other",4,3,1,5,500,1,0,543,1043,"GasA",5,"Y",5,1050,0,0,1050,1,0,1,1,3,1,3,6,8,0,"None","Good",1,1,336,3,3,3,0,0,0,0,0,0,0,"Old","Old",143000,2093,38,0,0,38,1
"398","1StNew",60,7038,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",4,6,"CompShg","Good","Good","None",0,3,3,"Other",3,3,1,5,726,1,0,138,864,"GasA",3,"Y",5,864,0,0,864,1,0,1,0,3,1,3,5,8,0,"None","Bad",1,2,576,3,3,3,210,0,0,0,0,0,0,"Old","Old",76500,1728,39,0,0,8,0
"399","1StNew",60,6960,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",4,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,375,4,239,250,864,"GasA",3,"Y",5,864,0,0,864,0,0,1,0,3,1,4,5,8,0,"None","Bad",1,2,660,3,3,3,96,0,0,0,0,0,500,"Old","Old",120500,1728,39,0,0,20,0
"400","1StNew",70,8120,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",4,7,"CompShg","Bad","Bad","None",0,3,4,"Other",3,3,1,5,191,1,0,673,864,"GasA",5,"Y",5,864,0,0,864,0,0,1,0,3,1,3,5,8,0,"None","Bad",1,2,463,3,3,3,0,0,0,0,0,0,0,"Old","Old",124500,1728,39,0,0,15,1
"401","1StNew",70,10500,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",4,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,524,2,180,160,864,"GasA",4,"Y",5,864,0,0,864,0,0,1,0,2,1,3,4,8,0,"None","Bad",1,2,576,3,3,3,216,0,0,0,0,0,0,"Old","Old",97000,1728,38,0,0,20,0
"402","1StNew",60,9000,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",4,7,"CompShg","Good","Good","None",0,3,4,"Other",3,3,1,5,240,1,0,624,864,"GasA",4,"Y",5,864,0,0,864,0,0,1,0,3,1,3,5,8,0,"None","Bad",1,2,576,3,3,3,200,0,0,0,0,0,0,"Old","Old",130000,1728,38,1,0,23,1
"403","PUD",21,1680,"Pave",4,"Lvl","AllPub",3,"BrDale","Norm",6,5,"CompShg","Bad","Bad","BrkFace",504,3,3,"Other",3,3,1,4,254,1,0,229,483,"GasA",3,"Y",5,483,504,0,987,1,0,1,1,2,1,3,5,8,0,"None","Bad",1,1,264,3,3,3,0,0,0,0,0,0,0,"Old","Old",111000,1470,36,0,0,36,1
"404","PUD",24,2368,"Pave",4,"Lvl","AllPub",3,"BrDale","Norm",5,6,"CompShg","Bad","Bad","None",312,3,3,"Other",3,3,1,2,765,1,0,0,765,"GasA",3,"Y",5,765,600,0,1365,0,0,1,1,3,1,3,7,7,0,"None","Good",1,2,440,3,3,3,0,36,0,0,0,0,0,"Old","Old",125000,2130,39,0,0,39,1
"405","PUD",21,1680,"Pave",4,"Lvl","AllPub",3,"BrDale","Norm",5,5,"CompShg","Bad","Bad","BrkFace",142,3,3,"Other",3,3,1,1,0,1,0,630,630,"GasA",3,"Y",5,630,672,0,1302,0,0,2,1,3,1,3,6,8,0,"None","Bad",1,1,280,3,3,3,0,0,0,0,0,0,0,"Old","Old",112000,1932,38,0,0,18,1
"406","PUD",21,1680,"Pave",4,"Lvl","AllPub",3,"BrDale","Norm",6,6,"CompShg","Bad","Bad","BrkFace",425,3,3,"Other",3,3,1,3,110,2,294,79,483,"GasA",3,"Y",5,483,504,0,987,1,0,1,1,2,1,3,5,8,0,"None","Bad",1,1,288,3,3,3,0,0,0,0,0,0,0,"Old","Old",97000,1470,37,0,0,37,1
"407","PUD",21,1680,"Pave",4,"Lvl","AllPub",3,"BrDale","Norm",6,8,"CompShg","Bad","Bad","BrkFace",510,3,3,"Other",3,3,1,5,162,1,0,321,483,"GasA",4,"Y",5,483,504,0,987,0,0,1,1,2,1,4,5,8,0,"None","Bad",1,1,264,3,3,3,250,0,0,0,0,0,0,"Old","Old",118000,1470,37,1,0,37,1
"408","PUD",21,1680,"Pave",4,"Lvl","AllPub",3,"BrDale","Norm",5,7,"CompShg","Good","Bad","BrkFace",268,3,3,"Other",3,3,1,5,231,1,0,399,630,"GasA",3,"Y",5,630,672,0,1302,0,0,2,1,3,1,3,6,8,0,"None","Bad",1,1,264,3,3,3,185,0,0,0,0,0,0,"Old","Old",119500,1932,37,0,0,37,0
"409","PUDNew",0,4928,"Pave",3,"Lvl","AllPub",3,"NPkVill","Norm",6,6,"CompShg","Bad","Bad","None",0,3,3,"Other",4,3,1,2,958,1,0,0,958,"GasA",3,"Y",5,958,0,0,958,0,0,2,0,2,1,3,5,8,0,"None","Good",2,2,440,3,3,3,0,60,0,0,0,0,0,"Old","Old",143750,1916,33,0,0,33,0
"410","PUD",24,2308,"Pave",4,"Lvl","AllPub",3,"NPkVill","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"Other",4,3,1,5,306,1,0,498,804,"GasA",3,"Y",5,804,744,0,1548,0,0,2,1,3,1,3,7,8,1,"TA","Bad",2,2,440,3,3,3,108,0,0,0,0,0,0,"Old","Old",146000,2352,33,0,0,33,0
"411","PUD",24,2280,"Pave",4,"Lvl","AllPub",3,"NPkVill","Norm",6,6,"CompShg","Bad","Bad","None",0,3,3,"Other",4,3,1,5,566,1,0,289,855,"GasA",3,"Y",5,855,601,0,1456,0,0,2,1,3,1,3,7,8,1,"TA","Good",1,2,440,3,3,3,87,0,0,0,0,0,0,"Old","Old",148500,2311,33,0,0,33,1
"412","PUDNew",24,2280,"Pave",4,"Lvl","AllPub",3,"NPkVill","Norm",7,5,"CompShg","Bad","Bad","None",0,3,3,"Other",4,3,1,5,435,2,622,0,1057,"GasA",3,"Y",5,1055,0,0,1055,0,1,2,0,2,1,3,4,8,1,"Fa","Good",2,2,440,3,3,3,0,27,0,0,0,0,0,"Old","Old",123000,2112,34,0,0,34,0
"413","PUD",24,2308,"Pave",4,"Lvl","AllPub",3,"NPkVill","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,257,3,495,103,855,"GasA",3,"Y",5,855,467,0,1322,0,1,2,1,3,1,3,6,8,1,"Fa","Good",1,2,440,3,3,3,260,0,0,0,0,0,0,"Old","Old",147000,2177,35,0,0,35,1
"414","PUD",24,2349,"Pave",4,"Lvl","AllPub",3,"NPkVill","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"Other",4,3,1,5,389,1,0,466,855,"GasA",3,"Y",5,855,601,0,1456,0,0,2,1,3,1,3,6,8,1,"TA","Good",1,2,440,3,3,3,0,28,0,0,0,0,0,"Old","Old",137900,2311,32,0,0,32,1
"415","PUD",24,2364,"Pave",4,"Lvl","AllPub",3,"NPkVill","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"Other",4,3,1,5,320,1,0,484,804,"GasA",3,"Y",5,804,744,0,1548,0,1,2,1,3,1,3,7,8,1,"TA","Bad",1,2,440,3,3,3,108,0,0,0,0,0,0,"Old","Old",147000,2352,31,0,0,31,1
"416","PUD",24,2289,"Pave",4,"Lvl","AllPub",3,"NPkVill","Norm",6,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,311,1,0,544,855,"GasA",3,"Y",5,855,586,0,1441,0,0,2,1,3,1,3,7,8,1,"TA","Good",1,2,440,3,3,3,28,0,0,0,0,0,0,"Old","Old",148500,2296,31,0,0,31,0
"417","PUD",24,2364,"Pave",4,"Lvl","AllPub",3,"NPkVill","Norm",6,5,"CompShg","Bad","Bad","None",0,4,3,"Other",4,3,1,5,279,1,0,576,855,"GasA",3,"Y",5,855,601,0,1456,0,0,2,1,3,1,3,6,8,1,"TA","Good",3,2,440,3,3,3,147,0,0,0,0,0,0,"Old","Old",138000,2311,31,0,0,31,0
"418","PUDNew",24,2104,"Pave",4,"Lvl","AllPub",3,"NPkVill","Norm",7,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,536,1,0,300,836,"GasA",3,"Y",5,836,0,0,836,0,1,1,0,2,1,3,5,8,0,"None","Good",1,1,345,3,3,3,150,20,0,0,0,0,0,"Old","Old",128500,1672,33,0,0,33,0
"419","1StNew",65,7150,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Bad","Bad","BrkFace",60,3,3,"Other",3,3,1,4,432,1,0,460,892,"GasA",3,"Y",5,892,0,0,892,0,0,1,0,3,1,3,5,8,0,"None","Good",2,1,288,3,3,3,0,0,0,0,0,0,0,"Old","Old",100000,1784,42,0,0,42,1
"420","1StNew",0,10710,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,7,"CompShg","Bad","Bad","BrkFace",165,4,3,"PC",3,3,1,4,644,1,0,220,864,"GasA",5,"Y",5,1120,0,0,1120,0,1,1,0,3,1,3,5,8,1,"TA","Good",2,2,656,3,3,3,0,162,0,0,0,0,1200,"Old","Old",148800,1984,43,1,0,43,1
"421","1StNew",96,12456,"Pave",4,"Lvl","AllPub",3,"NridgHt","Norm",10,5,"CompShg","Good","Bad","Stone",230,5,3,"PC",5,3,4,6,1172,1,0,528,1700,"GasA",5,"Y",5,1718,0,0,1718,1,0,2,0,3,1,5,7,8,1,"Gd","Good",3,3,786,3,3,3,216,48,0,0,0,0,0,"Old","Old",337500,3418,3,1,0,1,1
"422","2StNew",110,14257,"Pave",4,"Lvl","AllPub",3,"NridgHt","Norm",9,5,"CompShg","Good","Good","Stone",726,5,3,"PC",5,3,1,6,1360,1,0,416,1776,"GasA",5,"Y",5,1794,978,0,2772,1,0,3,1,4,1,5,10,8,3,"Gd","Good",3,3,754,3,3,3,135,64,0,0,0,0,0,"Old","Old",462000,4548,2,0,0,2,1
"423","2StNew",104,13518,"Pave",4,"Lvl","AllPub",3,"NridgHt","Norm",9,5,"CompShg","Good","Good","Stone",860,5,3,"PC",5,3,1,1,0,1,0,1926,1926,"GasA",5,"Y",5,1966,1174,0,3140,0,0,3,1,4,1,5,11,8,2,"Gd","Good",3,3,820,3,3,3,144,78,0,0,0,0,0,"New","New",485000,5066,1,1,0,1,1
"424","1StNew",105,15431,"Pave",4,"Lvl","AllPub",3,"NridgHt","Norm",10,5,"CompShg","Good","Good","Stone",200,5,3,"PC",5,3,4,6,1767,5,539,788,3094,"GasA",5,"Y",5,2402,0,0,2402,1,0,2,0,2,1,5,10,8,2,"Gd","Good",3,3,672,3,3,3,0,72,0,0,170,0,0,"Old","Old",555000,5496,1,0,0,1,0
"425","1StNew",108,13173,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",9,5,"CompShg","Good","Good","Stone",300,4,3,"PC",5,3,1,6,1572,1,0,80,1652,"GasA",5,"Y",5,1652,0,0,1652,1,0,2,0,2,1,5,6,8,2,"Ex","Good",3,2,840,3,3,3,404,102,0,0,0,0,0,"Old","Old",325000,3304,3,1,0,3,0
"426","1StNew",110,14230,"Pave",4,"Lvl","AllPub",3,"NridgHt","Norm",8,5,"CompShg","Good","Good","Stone",640,4,3,"PC",4,3,1,1,0,1,0,1566,1566,"GasA",5,"Y",5,1600,0,0,1600,0,0,2,0,3,1,4,7,8,1,"Gd","Good",2,3,890,3,3,3,0,56,0,0,0,0,0,"Old","Old",256300,3166,2,0,0,2,1
"427","1StNew",98,12704,"Pave",4,"Lvl","AllPub",3,"NridgHt","Norm",8,5,"CompShg","Good","Good","BrkFace",306,5,3,"PC",5,3,1,1,0,1,0,2042,2042,"GasA",5,"Y",5,2042,0,0,2042,0,0,2,1,3,1,5,8,8,1,"Gd","Good",2,3,1390,3,3,3,0,90,0,0,0,0,0,"New","New",253293,4084,1,1,0,1,0
"428","2StNew",95,12350,"Pave",4,"Lvl","AllPub",3,"NridgHt","Norm",9,5,"CompShg","Good","Good","None",0,4,3,"PC",5,3,1,6,986,1,0,379,1365,"GasA",5,"Y",5,1365,1325,0,2690,1,0,2,1,3,1,5,8,8,1,"Gd","Good",2,3,864,3,3,3,0,197,0,0,0,0,0,"New","New",398800,4055,0,0,1,1,1
"429","2StNew",96,11308,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",9,5,"CompShg","Good","Good","Stone",154,5,3,"PC",5,3,3,6,936,1,0,168,1104,"GasA",5,"Y",5,1130,1054,0,2184,1,0,2,1,3,1,5,10,8,1,"Gd","Good",3,3,836,3,3,3,0,102,0,0,0,0,0,"Old","Old",335000,3288,1,0,0,1,1
"430","1StNew",95,12350,"Pave",4,"Lvl","AllPub",3,"NridgHt","Norm",9,5,"CompShg","Good","Good","Stone",450,5,3,"PC",5,3,3,6,1232,1,0,788,2020,"GasA",5,"Y",5,2020,0,0,2020,1,0,2,0,3,1,5,7,8,1,"Gd","Good",2,3,896,3,3,3,192,98,0,0,0,0,0,"Old","Old",404000,4040,1,0,0,1,1
"431","1StNew",94,12220,"Pave",4,"Lvl","AllPub",3,"NridgHt","Norm",10,5,"CompShg","Good","Bad","BrkFace",305,5,3,"Other",5,3,1,6,1436,1,0,570,2006,"GasA",5,"Y",5,2020,0,0,2020,1,0,2,1,3,1,5,9,8,1,"Gd","Good",3,3,900,3,3,3,156,54,0,0,0,0,0,"New","New",402861,4026,0,0,1,1,0
"432","2StNew",97,13478,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",10,5,"CompShg","Good","Bad","Stone",420,5,3,"PC",5,3,4,6,1338,1,0,384,1722,"GasA",5,"Y",5,1728,568,0,2296,1,0,2,1,3,1,5,10,8,1,"Gd","Good",2,3,842,3,3,3,382,274,0,0,0,0,0,"Old","Old",451950,4018,1,0,0,1,1
"433","1StNew",105,13693,"Pave",4,"Lvl","AllPub",3,"NridgHt","PosA",10,5,"CompShg","Good","Good","Stone",472,5,3,"PC",5,3,4,6,2288,1,0,342,2630,"GasA",5,"Y",5,2674,0,0,2674,2,0,2,1,2,1,5,8,8,2,"Gd","Good",3,3,762,3,3,3,360,50,0,0,0,0,0,"Old","Old",610000,5304,2,0,0,2,0
"434","2StNew",107,13891,"Pave",4,"Lvl","AllPub",3,"NridgHt","Norm",9,5,"CompShg","Good","Good","Stone",424,5,3,"PC",5,3,4,1,0,1,0,1734,1734,"GasA",5,"Y",5,1734,1088,0,2822,0,0,3,1,4,1,5,12,8,1,"Gd","Good",2,3,1020,3,3,3,52,170,0,0,192,0,0,"New","New",582933,4556,1,1,0,1,0
"435","1StNew",95,11578,"Pave",4,"Lvl","AllPub",3,"NridgHt","Norm",9,5,"CompShg","Good","Good","Stone",302,5,3,"PC",5,3,1,1,0,1,0,1736,1736,"GasA",5,"Y",5,1736,0,0,1736,0,0,2,0,3,1,5,7,8,1,"Gd","Good",2,3,834,3,3,3,319,90,0,0,0,0,0,"Old","Old",360000,3472,1,0,0,1,1
"436","1StNew",129,16870,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",8,5,"CompShg","Good","Good","BrkFace",238,4,3,"PC",5,3,4,6,1531,1,0,251,1782,"GasA",5,"Y",5,1782,0,0,1782,1,0,2,0,3,1,4,7,8,2,"Gd","Good",3,3,932,3,3,3,99,82,0,0,0,0,0,"Old","Old",296000,3564,5,1,0,5,0
"437","2StNew",59,23303,"Pave",1,"Lvl","AllPub",3,"NridgHt","Norm",8,5,"CompShg","Good","Good","Stone",20,4,3,"PC",5,3,3,6,1230,1,0,278,1508,"GasA",5,"Y",5,1508,1012,0,2520,1,0,2,1,5,1,5,10,8,1,"Gd","Good",3,3,640,3,3,3,192,273,0,0,0,0,0,"Old","Old",409900,4028,2,0,0,2,1
"438","1StNew",87,11146,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",8,5,"CompShg","Good","Good","Stone",250,4,3,"PC",5,3,3,1,0,1,0,1709,1709,"GasA",5,"Y",5,1717,0,0,1717,0,0,2,0,3,1,4,7,8,1,"Gd","Good",2,3,908,3,3,3,169,39,0,0,0,0,0,"Old","Old",255500,3426,3,0,0,3,1
"439","1StNew",87,10367,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",9,5,"CompShg","Good","Good","Stone",284,5,3,"PC",5,3,2,6,1015,1,0,724,1739,"GasA",5,"Y",5,1743,0,0,1743,1,0,2,0,3,1,5,8,8,1,"Gd","Good",2,3,927,3,3,3,168,45,0,0,0,0,0,"Old","Old",335000,3482,1,0,0,1,1
"440","1StNew",76,9591,"Pave",4,"Lvl","AllPub",3,"NridgHt","Norm",8,5,"CompShg","Good","Good","BrkFace",262,4,3,"PC",5,3,3,6,1088,1,0,625,1713,"GasA",5,"Y",5,1713,0,0,1713,1,0,2,0,3,1,5,7,8,1,"Gd","Good",3,3,856,3,3,3,0,26,0,0,170,0,0,"Old","Old",274900,3426,5,1,0,5,0
"441","1StNew",77,10872,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",9,5,"CompShg","Good","Good","Stone",122,4,3,"PC",5,4,3,6,1037,1,0,467,1504,"GasA",5,"Y",5,1531,0,0,1531,1,0,2,0,2,1,5,6,8,1,"Gd","Good",3,3,700,3,3,3,184,52,0,0,0,0,0,"Old","Old",300000,3035,3,0,0,3,0
"442","1StNew",102,13514,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",9,5,"CompShg","Good","Good","None",285,5,3,"PC",5,3,1,6,1142,1,0,632,1774,"GasA",5,"Y",5,1808,0,0,1808,1,0,2,0,3,1,5,7,8,1,"Gd","Good",3,3,850,3,3,3,200,26,0,0,0,0,0,"Old","Old",324000,3582,1,0,0,1,0
"443","2StNew",74,8834,"Pave",4,"Lvl","AllPub",3,"NridgHt","Norm",9,5,"CompShg","Good","Good","Stone",216,4,3,"PC",5,3,1,6,1170,1,0,292,1462,"GasA",5,"Y",5,1462,762,0,2224,1,0,2,1,4,1,5,10,8,1,"Gd","Good",3,3,738,3,3,3,184,0,0,0,0,0,0,"Old","Old",350000,3686,5,1,0,5,1
"444","1StNew",107,11362,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",8,5,"CompShg","Bad","Bad","Stone",42,4,3,"PC",5,3,2,6,1039,1,0,797,1836,"GasA",5,"Y",5,1836,0,0,1836,1,0,2,0,3,1,4,7,8,1,"Gd","Good",3,3,862,3,3,3,125,185,0,0,0,0,0,"Old","Old",280000,3672,5,1,0,5,0
"445","1StNew",85,10655,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",8,5,"CompShg","Good","Good","BrkFace",296,4,3,"PC",4,3,1,6,1124,0,479,1603,3206,"GasA",5,"Y",5,1629,0,0,1629,1,0,2,0,3,1,4,7,8,1,"Gd","Good",2,3,880,3,3,3,0,0,0,0,0,0,0,"Old","Old",284000,4835,6,1,0,6,0
"446","1StNew",90,12878,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",7,5,"CompShg","Good","Good","BrkFace",418,4,3,"PC",4,3,1,5,1262,1,0,498,1760,"GasA",5,"Y",5,1760,0,0,1760,1,0,2,0,3,1,4,8,8,1,"Gd","Good",3,2,583,3,3,3,165,190,0,0,0,0,0,"Old","Old",269500,3520,6,1,0,6,1
"447","1StNew",79,9541,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",7,5,"CompShg","Good","Good","Stone",268,4,3,"PC",4,3,1,1,0,1,0,1502,1502,"GasA",5,"Y",5,1502,0,0,1502,0,0,2,0,3,1,4,7,8,0,"None","Good",2,2,644,3,3,3,0,114,0,0,0,0,0,"New","New",233170,3004,0,0,1,1,0
"448","1StNew",103,13472,"Pave",4,"Lvl","AllPub",3,"NridgHt","Norm",10,5,"CompShg","Good","Good","BrkFace",922,5,3,"PC",5,3,4,6,56,1,0,2336,2392,"GasA",5,"Y",5,2392,0,0,2392,0,0,2,0,3,1,5,8,8,1,"Ex","Good",3,3,968,3,3,3,248,105,0,0,0,0,0,"Old","Old",386250,4784,6,0,0,6,1
"449","1StNew",110,15274,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",9,5,"CompShg","Good","Good","BrkFace",724,4,3,"PC",5,3,1,6,1972,1,0,480,2452,"GasA",5,"Y",5,2452,0,0,2452,2,0,2,0,3,1,5,10,8,1,"Gd","Good",3,3,886,3,3,3,0,116,0,0,0,0,0,"Old","Old",445000,4904,6,0,0,6,1
"450","2StNew",96,13262,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",8,5,"CompShg","Good","Good","Stone",186,4,3,"PC",4,3,1,1,0,1,0,1082,1082,"GasA",5,"Y",5,1105,1295,0,2400,0,0,3,1,4,1,4,10,8,1,"Gd","Good",3,3,730,3,3,3,114,40,0,0,0,0,0,"Old","Old",290000,3482,6,1,0,6,1
"451","1StNew",70,9658,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",8,5,"CompShg","Good","Good","Stone",383,4,3,"PC",4,3,1,1,0,1,0,1598,1598,"GasA",4,"Y",5,1606,0,0,1606,0,0,2,0,3,1,4,6,8,1,"Gd","Good",2,3,871,3,3,3,230,60,0,0,0,0,0,"Old","Old",255900,3204,3,0,0,3,1
"452","PUDNew",47,6904,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",6,5,"CompShg","Good","Good","Stone",240,4,3,"PC",4,3,3,5,836,1,0,522,1358,"GasA",5,"Y",5,1358,0,0,1358,0,0,2,0,2,1,4,6,8,1,"Gd","Good",2,2,484,3,3,3,192,36,0,0,0,0,0,"Old","Old",213000,2716,4,0,0,4,0
"453","PUDNew",34,5381,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",6,5,"CompShg","Good","Good","Stone",135,4,3,"PC",4,3,3,5,900,1,0,406,1306,"GasA",5,"Y",5,1306,0,0,1306,1,0,2,0,1,1,4,5,8,1,"Gd","Good",2,2,624,3,3,3,170,63,0,0,0,0,0,"Old","Old",196000,2612,4,0,0,4,0
"454","PUDNew",34,5122,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",6,5,"CompShg","Good","Good","Stone",135,4,3,"PC",4,3,3,6,881,1,0,425,1306,"GasA",5,"Y",5,1306,0,0,1306,1,0,2,0,1,1,4,5,8,1,"Gd","Good",2,2,624,3,3,3,170,63,0,0,0,0,0,"Old","Old",184500,2612,4,0,0,4,0
"455","PUDNew",80,10307,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",7,5,"CompShg","Good","Good","Stone",176,4,3,"PC",4,3,1,6,876,1,0,474,1350,"GasA",5,"Y",5,1358,0,0,1358,1,0,2,0,2,1,4,6,8,1,"Gd","Good",2,2,484,3,3,3,192,26,0,0,0,0,0,"Old","Old",212500,2708,2,1,0,1,1
"456","PUDNew",34,5001,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",7,5,"CompShg","Good","Good","Stone",166,4,3,"PC",4,3,1,6,904,1,0,410,1314,"GasA",5,"Y",5,1314,0,0,1314,1,0,2,0,2,1,4,6,8,1,"Gd","Good",2,2,626,3,3,3,172,62,0,0,0,0,0,"Old","Old",230000,2628,2,1,0,1,1
"457","1StNew",100,14836,"Pave",3,"HLS","AllPub",2,"NridgHt","Norm",10,5,"CompShg","Good","Bad","Stone",730,5,3,"PC",5,3,4,6,2146,1,0,346,2492,"GasA",5,"Y",5,2492,0,0,2492,1,0,2,1,2,1,5,8,8,1,"Ex","Good",3,3,949,3,3,3,226,235,0,0,0,0,0,"Old","Old",552000,4984,5,1,0,5,0
"458","1StNew",117,15262,"Pave",3,"Lvl","AllPub",3,"NridgHt","Norm",8,5,"CompShg","Good","Good","BrkFace",470,4,3,"PC",5,3,4,6,1557,1,0,643,2200,"GasA",5,"Y",5,2200,0,0,2200,1,0,2,1,3,1,5,8,8,1,"Gd","Good",3,3,685,3,3,3,208,55,0,0,0,0,0,"Old","Old",382500,4400,6,1,0,6,1
